"","id","X","Y","Z","Spit","Level","Code","Sitio","Area","Lot","Materia","Classe","Fragmentacao_Artefacto","Cortex","Peso","Espessura","Largura","Comprimento","Alteracao","Fogo","N_Esquirolas","Tipo_Retocado","Notas"
"3111","I20-3316",118.410003662109,128.171005249023,23.8950004577637,"6","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"3112","I20-3320",118.041999816895,128.740005493164,23.8309993743896,"6","5","LITHIC","VB",TRUE,"LOT-325","Silex","Fragmento Lasca","Distal","0%",8,11.47,22.4,0,"Nenhuma",NA,NA,NA,NA
"3113","I20-3323",118.833000183105,128.063003540039,23.9449996948242,"6","5","LITHIC","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,2,0,0,0,"Nenhuma",NA,NA,NA,NA
"3114","I20-3324",118.883003234863,128.005996704102,23.9500007629395,"6","5","LITHIC","VB",TRUE,"LOT-325","Silex","Fragmento Lasca","Distal","0%",5,8.69,19.17,0,"Nenhuma",NA,NA,NA,NA
"3115","I20-3325",118.792999267578,128.343002319336,23.9459991455078,"6","5","LITHIC","VB",TRUE,"LOT-325","Silex","Lasca",NA,"0%",7,10.31,24.73,34.79,"Nenhuma",NA,NA,NA,NA
"3116","I20-3326",118.745002746582,128.074996948242,23.9179992675781,"6","5","BUCKET","VB",TRUE,"LOT-325","Silex","Fragmento",NA,NA,0.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3117","I20-3326",118.745002746582,128.074996948242,23.9179992675781,"6","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"3118","I20-3329",118.736999511719,128.026000976562,23.9120006561279,"6","5","LITHIC","VB",TRUE,"LOT-325","Silex","Produto alongado",NA,"0%",0,1.62,5.43,15.4,"Nenhuma",NA,NA,NA,NA
"3119","I20-3330",118.76000213623,128.399993896484,23.9060001373291,"6","5","LITHIC","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,12,0,0,0,"Nenhuma",NA,NA,NA,NA
"3120","I20-3331",118.736000061035,128.02799987793,23.9099998474121,"6","5","LITHIC","VB",TRUE,"LOT-325","Silex","Fragmento Lasca","Distal","0%",0,4.67,12.29,0,"Nenhuma",NA,NA,NA,NA
"3121","I20-3334",118.828002929688,128.121994018555,23.9209995269775,"6","5","LITHIC","VB",TRUE,"LOT-325","Silex","Fragmento",NA,NA,5,0,0,0,"Nenhuma",NA,NA,NA,NA
"3122","I20-3335",118.824996948242,128.110000610352,23.9050006866455,"6","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"3123","I20-3335",118.824996948242,128.110000610352,23.9050006866455,"6","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"3124","I20-3342",118.426002502441,128.466003417969,23.8490009307861,"7","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"3125","I20-3344",118.929000854492,128.477996826172,23.8409996032715,"7","5","LITHIC","VB",TRUE,"LOT-325","Silex","Fragmento Lasca","Distal","0%",1,5.54,14.38,0,"Nenhuma",NA,NA,NA,NA
"3126","I20-3346",118.650001525879,128.244003295898,23.8689994812012,"7","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"3127","I20-3346",118.650001525879,128.244003295898,23.8689994812012,"7","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"3128","I20-3349",118.03099822998,128.425003051758,23.8050003051758,"8","5","LITHIC","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,55,0,0,0,"Nenhuma",NA,NA,NA,NA
"3129","I20-3351",118.112998962402,128.559005737305,23.7840003967285,"8","5","BUCKET","VB",TRUE,"LOT-325","Silex","Fragmento",NA,NA,0.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3130","I20-3351",118.112998962402,128.559005737305,23.7840003967285,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,13,NA,NA
"3131","I20-3351",118.112998962402,128.559005737305,23.7840003967285,"8","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"3132","I20-3352",118.541000366211,128.255004882812,23.8059997558594,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"3133","I20-3352",118.541000366211,128.255004882812,23.8059997558594,"8","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"3134","I20-3353",118.620002746582,128.251007080078,23.8239994049072,"8","5","LITHIC","VB",TRUE,"LOT-325","Silex","Fragmento Lasca","Distal","0%",0,6.75,12.06,0,"Nenhuma",NA,NA,NA,NA
"3135","I20-3355",118.662002563477,128.169006347656,23.8419990539551,"8","5","LITHIC","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,0,0,0,0,"Nenhuma",NA,NA,NA,NA
"3136","I20-3358",118.665000915527,128.350006103516,23.82200050354,"8","5","LITHIC","VB",TRUE,"LOT-325","Silex","Fragmento Lasca","Distal","0%",0,4.56,10.82,0,"Nenhuma",NA,NA,NA,NA
"3137","I20-3363",118.707000732422,128.011993408203,23.8239994049072,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,0.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"3138","I20-3363",118.707000732422,128.011993408203,23.8239994049072,"8","5","BUCKET","VB",TRUE,"LOT-325","Silex","Fragmento",NA,NA,1.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3139","I20-3363",118.707000732422,128.011993408203,23.8239994049072,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,0.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3140","I20-3363",118.707000732422,128.011993408203,23.8239994049072,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"3141","I20-3364",118.680999755859,128.356002807617,23.8400001525879,"8","5","LITHIC","VB",TRUE,"LOT-325","Silex","Produto retocado",NA,"0%",3,4.94,16.11,25.01,"Nenhuma",NA,NA,"Truncatura",NA
"3142","I20-3368",118.957000732422,128.375,23.8500003814697,"8","5","LITHIC","VB",TRUE,"LOT-325","Grauvaque","Lasca",NA,"0%",5,6.36,21.73,36.19,"Nenhuma",NA,NA,NA,NA
"3143","I20-3369",118.893997192383,128.031997680664,23.8080005645752,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,1.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"3144","I20-3369",118.893997192383,128.031997680664,23.8080005645752,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"3145","I20-3373",118.792999267578,128.091995239258,23.8040008544922,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,0.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3146","I20-3373",118.792999267578,128.091995239258,23.8040008544922,"8","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"3147","I20-3377",118.195999145508,128.981002807617,23.7679996490479,"8","5","LITHIC","VB",TRUE,"LOT-325","Silex","Núcleo",NA,"0%",73,37.05,53.47,38.61,"Nenhuma",NA,NA,NA,NA
"3148","I20-3379",118.745002746582,128.865997314453,23.806999206543,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,1.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"3149","I20-3379",118.745002746582,128.865997314453,23.806999206543,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Fragmento",NA,NA,0.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"3150","I20-3379",118.745002746582,128.865997314453,23.806999206543,"8","5","BUCKET","VB",TRUE,"LOT-325","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"3151","I20-3379",118.745002746582,128.865997314453,23.806999206543,"8","5","BUCKET","VB",TRUE,"LOT-325","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"3152","I21-3009",118.235000610352,129.061996459961,24.3050003051758,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,45.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3153","I21-3012",118.301002502441,129.184005737305,24.2740001678467,"1","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Fragmento Lasca","Proximal","0%",1,3.74,19.38,0,"Nenhuma",NA,NA,NA,NA
"3154","I21-3021",118.341003417969,129.388000488281,24.2609996795654,"1","4E","BUCKET","VB",TRUE,"LOT-102","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"3155","I21-3021",118.341003417969,129.388000488281,24.2609996795654,"1","4E","BUCKET","VB",TRUE,"LOT-102","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"3156","I21-3032",118.503997802734,129.035995483398,24.2810001373291,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,1.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"3157","I21-3039",118.567001342773,129.395004272461,24.2910003662109,"1","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Lasca",NA,"0%",0,1,4.1,11.26,"Nenhuma",NA,NA,NA,NA
"3158","I21-3040",118.540000915527,129.186004638672,24.2880001068115,"1","4E","LITHIC","VB",TRUE,"LOT-82","Dolerito","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3159","I21-3045",118.603996276855,129.505996704102,24.2849998474121,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Lasca",NA,"0%",25.7,13.52,46.71,28.11,"Nenhuma",NA,NA,NA,NA
"3160","I21-3055",118.526000976562,129.964996337891,24.306999206543,"1","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Lasca",NA,"0%",3,5.02,19.24,24.67,"Nenhuma",NA,NA,NA,NA
"3161","I21-3058",118.407997131348,129.180999755859,24.2609996795654,"1","4E","BUCKET","VB",TRUE,"LOT-82","Silex","Lasca",NA,"0%",0,3.29,13.14,12.41,"Nenhuma",NA,NA,NA,NA
"3162","I21-3058",118.407997131348,129.180999755859,24.2609996795654,"1","4E","BUCKET","VB",TRUE,"LOT-82","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"3163","I21-3058",118.407997131348,129.180999755859,24.2609996795654,"1","4E","BUCKET","VB",TRUE,"LOT-82","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,14,NA,NA
"3164","I21-3062",118.624000549316,129.699005126953,24.2740001678467,"1","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Fragmento Lasca","Proximal","0%",3.1,5.93,20.76,0,"Nenhuma",NA,NA,NA,NA
"3165","I21-3078",118.68399810791,129.589996337891,24.2830009460449,"1","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Fragmento",NA,NA,6,0,0,0,"Nenhuma",NA,NA,NA,NA
"3166","I21-3084",118.680999755859,129.207000732422,24.3129997253418,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,2.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3167","I21-3091",118.61499786377,129.393997192383,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,5.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"3168","I21-3091",118.61499786377,129.393997192383,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Produto alongado",NA,"0%",0.7,3.87,6.93,24.27,"Nenhuma",NA,NA,NA,NA
"3169","I21-3091",118.61499786377,129.393997192383,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Lasca",NA,"0%",1.8,6.24,16.44,18.58,"Nenhuma",NA,NA,NA,NA
"3170","I21-3091",118.61499786377,129.393997192383,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Lasca",NA,"0%",0.8,3.37,12,16.56,"Nenhuma",NA,NA,NA,NA
"3171","I21-3091",118.61499786377,129.393997192383,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Lasca",NA,"0%",0.8,2.78,16.16,14.26,"Nenhuma",NA,NA,NA,NA
"3172","I21-3091",118.61499786377,129.393997192383,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"3173","I21-3091",118.61499786377,129.393997192383,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"3174","I21-3095",118.737998962402,129.623001098633,24.3050003051758,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,35.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"3175","I21-3103",118.762001037598,129.729995727539,24.3139991760254,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,18.1,0,0,0,"Concrecao",NA,NA,NA,NA
"3176","I21-3117",118.80899810791,129.223007202148,24.306999206543,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,12.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"3177","I21-3118",118.820999145508,129.22900390625,24.2959995269775,"1","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Lasca",NA,"0%",3.4,7.95,23.83,30.77,"Nenhuma",NA,NA,NA,NA
"3178","I21-3121",118.804000854492,129.296997070312,24.2759990692139,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,1.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3179","I21-3121",118.804000854492,129.296997070312,24.2759990692139,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Produto alongado",NA,"0%",0.9,4.86,9.33,23.24,"Nenhuma",NA,NA,NA,NA
"3180","I21-3121",118.804000854492,129.296997070312,24.2759990692139,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Produto alongado",NA,"0%",0,4.46,7.25,19.41,"Nenhuma",NA,NA,NA,NA
"3181","I21-3121",118.804000854492,129.296997070312,24.2759990692139,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,7,NA,NA
"3182","I21-3121",118.804000854492,129.296997070312,24.2759990692139,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"3183","I21-3122",118.888000488281,129.759002685547,24.30299949646,"1","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Fragmento",NA,NA,2.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3184","I21-3123",118.807998657227,129.800994873047,24.2999992370605,"1","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Lasca",NA,"0%",4,8,18.61,27.11,"Nenhuma",NA,NA,NA,NA
"3185","I21-3124",118.916999816895,129.746002197266,24.3139991760254,"1","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Lasca",NA,"31-60%",44.6,17.55,47.01,47.84,"Nenhuma",NA,NA,NA,NA
"3186","I21-3137",118.981002807617,129.410995483398,24.2900009155273,"1","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Lasca",NA,"0%",1,3.62,12.76,20.22,"Nenhuma",NA,NA,NA,NA
"3187","I21-3139",118.925003051758,129.15299987793,24.3059997558594,"1","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Fragmento",NA,NA,12,0,0,0,"Nenhuma",NA,NA,NA,NA
"3188","I21-3145",118.967002868652,129.231994628906,24.3080005645752,"1","4E","LITHIC","VB",TRUE,"LOT-102","Grauvaque","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3189","I21-3150",118.968002319336,129.378997802734,24.2789993286133,"1","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Lasca",NA,"0%",1,2.4,13.52,19.44,"Nenhuma",NA,NA,NA,NA
"3190","I21-3155",118.287002563477,129.108993530273,24.2479991912842,"1","4E","LITHIC","VB",TRUE,"LOT-232","Silex","Lasca",NA,"0%",24,9.18,56.43,38.33,"Nenhuma",NA,NA,NA,NA
"3191","I21-3157",118.184997558594,129.024993896484,24.2450008392334,"2","4E","LITHIC","VB",TRUE,"LOT-232","Silex","Lasca",NA,"0%",2,3.67,16.75,25.18,"Nenhuma",NA,NA,NA,NA
"3192","I21-3158",118.958000183105,129.184997558594,24.2900009155273,"1","4E","LITHIC","VB",TRUE,"LOT-232","Silex","Lasca",NA,"0%",4,7.92,16.59,35.37,"Nenhuma",NA,NA,NA,NA
"3193","I21-3160",118.76000213623,129.404006958008,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,1.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"3194","I21-3160",118.76000213623,129.404006958008,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,1.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3195","I21-3160",118.76000213623,129.404006958008,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,3.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"3196","I21-3160",118.76000213623,129.404006958008,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,2.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"3197","I21-3160",118.76000213623,129.404006958008,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Lasca",NA,"1-30%",4,10.35,16.94,24.11,"Nenhuma",NA,NA,NA,NA
"3198","I21-3160",118.76000213623,129.404006958008,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,18,NA,NA
"3199","I21-3160",118.76000213623,129.404006958008,24.2719993591309,"1","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"3200","I21-3162",118.967002868652,129.345993041992,24.2830009460449,"1","4E","LITHIC","VB",TRUE,"LOT-232","Silex","Fragmento Lasca","Distal","0%",1,3.96,10.28,0,"Nenhuma",NA,NA,NA,NA
"3201","I21-3164",118.771003723145,129.227005004883,24.2759990692139,"1","4E","LITHIC","VB",TRUE,"LOT-232","Silex","Fragmento Lasca","Proximal","0%",2,4.33,15.86,0,"Nenhuma",NA,NA,NA,NA
"3202","I21-3168",118.945999145508,129.156997680664,24.2730007171631,"1","4E","LITHIC","VB",TRUE,"LOT-232","Silex","Produto alongado",NA,"0%",1,2.84,7.95,21.86,"Nenhuma",NA,NA,NA,NA
"3203","I21-3173",118.746002197266,129.375,24.2709999084473,"1","4E","BUCKET","VB",TRUE,"LOT-82","Silex","Lasca",NA,"1-30%",1.2,5.84,13.48,21.03,"Nenhuma",NA,NA,NA,NA
"3204","I21-3173",118.746002197266,129.375,24.2709999084473,"1","4E","BUCKET","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,6.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"3205","I21-3173",118.746002197266,129.375,24.2709999084473,"1","4E","BUCKET","VB",TRUE,"LOT-82","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,6,NA,NA
"3206","I21-3173",118.746002197266,129.375,24.2709999084473,"1","4E","BUCKET","VB",TRUE,"LOT-82","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,10,NA,NA
"3207","I21-3177",118.238998413086,129.089004516602,24.2479991912842,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,8.1,0,0,0,"Nenhuma",NA,NA,NA,NA
"3208","I21-3179",118.235000610352,129.52099609375,24.242000579834,"2","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Fragmento",NA,NA,6.7,0,0,0,"Nenhuma",NA,NA,NA,NA
"3209","I21-3185",118.356002807617,129.307998657227,24.2310009002686,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,6.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3210","I21-3201",118.40299987793,129.326995849609,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Silex","Lasca",NA,"0%",1,4.17,14.39,19.27,"Nenhuma",NA,NA,NA,NA
"3211","I21-3201",118.40299987793,129.326995849609,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Grauvaque","Fragmento",NA,NA,5.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"3212","I21-3201",118.40299987793,129.326995849609,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Grauvaque","Fragmento",NA,NA,3.2,0,0,0,"Nenhuma",NA,NA,NA,NA
"3213","I21-3201",118.40299987793,129.326995849609,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,8,NA,NA
"3214","I21-3201",118.40299987793,129.326995849609,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Silex","Fragmento produto retocado","Distal","0%",0.7,2.92,8.38,0,"Nenhuma",NA,NA,NA,NA
"3215","I21-3202",118.05899810791,129.664993286133,24.3349990844727,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,19.1,0,0,0,"Concrecao",NA,NA,NA,NA
"3216","I21-3203",118.203002929688,129.751998901367,24.2409992218018,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,24.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"3217","I21-3208",118.254997253418,129.919998168945,24.2490005493164,"2","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Fragmento",NA,NA,22.6,0,0,0,"Concrecao",NA,NA,NA,NA
"3218","I21-3209",118.268997192383,129.97200012207,24.2970008850098,"2","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Fragmento Lasca","Distal","0%",1.2,3.24,15.25,0,"Nenhuma",NA,NA,NA,NA
"3219","I21-3210",118.333000183105,129.860992431641,24.2259998321533,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,9.7,0,0,0,"Concrecao",NA,NA,NA,NA
"3220","I21-3221",118.49299621582,129.156997680664,24.2250003814697,"2","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Lasca",NA,"1-30%",3.1,7.1,19.19,19.19,"Fogo","Queimado",NA,NA,NA
"3221","I21-3226",118.592002868652,129.162994384766,24.2299995422363,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Manuport",NA,NA,1.9,0,0,0,"Nenhuma",NA,NA,NA,NA
"3222","I21-3234",118.579002380371,129.82600402832,24.2360000610352,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,66.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"3223","I21-3243",118.613998413086,129.352996826172,24.2439994812012,"2","4E","LITHIC","VB",TRUE,"LOT-82","Grauvaque","Fragmento",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"3224","I21-3248",118.662002563477,129.35400390625,24.2430000305176,"2","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Fragmento",NA,NA,4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3225","I21-3252",118.735000610352,129.171997070312,24.2290000915527,"2","4E","LITHIC","VB",TRUE,"LOT-324","Grauvaque","Fragmento",NA,NA,35,0,0,0,"Nenhuma",NA,NA,NA,NA
"3226","I21-3252",118.735000610352,129.171997070312,24.2290000915527,"2","4E","LITHIC","VB",TRUE,"LOT-102","Silex","Fragmento",NA,NA,15,0,0,0,"Nenhuma",NA,NA,NA,NA
"3227","I21-3253",118.445999145508,129.440002441406,24.2240009307861,"2","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,2.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3228","I21-3253",118.445999145508,129.440002441406,24.2240009307861,"2","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,1.8,0,0,0,"Nenhuma",NA,NA,NA,NA
"3229","I21-3253",118.445999145508,129.440002441406,24.2240009307861,"2","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,1.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"3230","I21-3253",118.445999145508,129.440002441406,24.2240009307861,"2","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Fragmento",NA,NA,2.3,0,0,0,"Nenhuma",NA,NA,NA,NA
"3231","I21-3253",118.445999145508,129.440002441406,24.2240009307861,"2","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Lasca",NA,"31-60%",3.1,7.81,16.35,22.85,"Nenhuma",NA,NA,NA,NA
"3232","I21-3253",118.445999145508,129.440002441406,24.2240009307861,"2","4E","BUCKET","VB",TRUE,"LOT-232","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"3233","I21-3253",118.445999145508,129.440002441406,24.2240009307861,"2","4E","BUCKET","VB",TRUE,"LOT-232","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"3234","I21-3266",118.819999694824,129.205001831055,24.2290000915527,"2","4E","LITHIC","VB",TRUE,"LOT-82","Silex","Lasca",NA,"31-60%",1.6,5.4,19.65,13.39,"Nenhuma",NA,NA,NA,NA
"3235","I21-3283",118.817001342773,129.29899597168,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"3236","I21-3283",118.817001342773,129.29899597168,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Silex","Lasca",NA,"0%",0.6,3.7,10.18,17.69,"Nenhuma",NA,NA,NA,NA
"3237","I21-3283",118.817001342773,129.29899597168,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Silex","Produto alongado",NA,"100%",1.4,4.59,12.55,25.18,"Nenhuma",NA,NA,NA,NA
"3238","I21-3283",118.817001342773,129.29899597168,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Grauvaque","Fragmento",NA,NA,10.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"3239","I21-3283",118.817001342773,129.29899597168,24.2259998321533,"2","4E","BUCKET","VB",TRUE,"LOT-102","Outro","Fragmento",NA,NA,10.7,0,0,0,"Nenhuma",NA,NA,NA,"Óxido ferro"
