"","id","X","Y","Z","Spit","Level","Code","Sitio","Area","Lot","Materia","Classe","Fragmentacao_Artefacto","Cortex","Peso","Espessura","Largura","Comprimento","Alteracao","Fogo","N_Esquirolas","Tipo_Retocado","Notas"
"852","H19-3777",119.442001342773,127.821998596191,23.9379997253418,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Fragmento Lasca","Distal","0%",1,2.59,15.26,0,"Nenhuma",NA,NA,NA,NA
"853","H19-3778",119.198997497559,127.000999450684,23.9440002441406,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"854","H19-3782",119.443000793457,127.944999694824,23.9120006561279,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Fragmento",NA,NA,1.6,0,0,0,"Nenhuma",NA,NA,NA,NA
"855","H19-3782",119.443000793457,127.944999694824,23.9120006561279,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Lasca",NA,"0%",1.6,4.05,20.79,16.3,"Nenhuma",NA,NA,NA,NA
"856","H19-3782",119.443000793457,127.944999694824,23.9120006561279,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"857","H19-3782",119.443000793457,127.944999694824,23.9120006561279,"6","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,11,NA,NA
"858","H19-3786",119.273002624512,127.436996459961,23.9260005950928,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Produto retocado",NA,"0%",8,15.28,18.29,30.71,"Nenhuma",NA,NA,"Peça esquirolada",NA
"859","H19-3787",119.325996398926,127.241996765137,23.9440002441406,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"860","H19-3787",119.325996398926,127.241996765137,23.9440002441406,"6","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"861","H19-3794",119.609001159668,127.455001831055,23.9570007324219,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Lasca",NA,"0%",2,4.97,16.08,16.29,"Nenhuma",NA,NA,NA,NA
"862","H19-3801",119.464996337891,127.454002380371,23.9169998168945,"6","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"863","H19-3801",119.464996337891,127.454002380371,23.9169998168945,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"864","H19-3803",119.690002441406,127.713996887207,23.9330005645752,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Fragmento Lasca","Distal","0%",4,8.56,20.69,0,"Nenhuma",NA,NA,NA,NA
"865","H19-3805",119.626998901367,127.809997558594,23.9230003356934,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"866","H19-3807",119.688003540039,127.168998718262,23.9640007019043,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Lasca",NA,"0%",1,3.86,19.86,17.27,"Nenhuma",NA,NA,NA,NA
"867","H19-3809",119.472999572754,127.667999267578,23.9340000152588,"6","5","LITHIC","VB",TRUE,"LOT-316","Grauvaque","Fragmento",NA,NA,56,0,0,0,"Nenhuma",NA,NA,NA,NA
"868","H19-3813",119.926002502441,127.747001647949,23.943000793457,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Produto alongado",NA,"0%",1,5.04,7.88,26.28,"Nenhuma",NA,NA,NA,NA
"869","H19-3817",119.573997497559,127.567001342773,23.9309997558594,"6","5","LITHIC","VB",TRUE,"LOT-316","Silex","Lasca",NA,"0%",1,4.51,15.5,21.32,"Nenhuma",NA,NA,NA,NA
"870","H19-3822",119.714996337891,127.651000976562,23.9120006561279,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"871","H19-3822",119.714996337891,127.651000976562,23.9120006561279,"6","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"872","H19-3823",119.733001708984,127.233001708984,23.9529991149902,"6","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"873","H19-3823",119.733001708984,127.233001708984,23.9529991149902,"6","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"874","H19-3831",119.039001464844,127.839996337891,23.8929996490479,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Fragmento produto alongado","Proximal","0%",3,3.92,15.61,0,"Nenhuma",NA,NA,NA,NA
"875","H19-3832",119.087997436523,127.806999206543,23.886999130249,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Lasca",NA,"0%",0,3.23,12.43,18.05,"Nenhuma",NA,NA,NA,NA
"876","H19-3835",119.475997924805,127.978996276855,23.9050006866455,"7","5","LITHIC","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,3,0,0,0,"Nenhuma",NA,NA,NA,NA
"877","H19-3836",119.120002746582,127.694000244141,23.9080009460449,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Fragmento Lasca","Distal","0%",0,1.7,11.23,0,"Nenhuma",NA,NA,NA,NA
"878","H19-3838",119.16300201416,127.926002502441,23.8659992218018,"7","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"879","H19-3840",119.494003295898,127.932998657227,23.8939990997314,"7","5","LITHIC","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,12,0,0,0,"Nenhuma",NA,NA,NA,NA
"880","H19-3841",119.657997131348,127.875999450684,23.9190006256104,"7","5","LITHIC","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,20,0,0,0,"Nenhuma",NA,NA,NA,NA
"881","H19-3842",119.716003417969,127.916999816895,23.8659992218018,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Lasca",NA,"31-60%",8,13.38,17.12,35.28,"Nenhuma",NA,NA,NA,NA
"882","H19-3852",119.247001647949,127.736999511719,23.8880004882812,"7","5","LITHIC","VB",TRUE,"LOT-317","Grauvaque","Lasca",NA,"0%",28,14.01,41.47,38.08,"Nenhuma",NA,NA,NA,NA
"883","H19-3855",119.430000305176,127.721000671387,23.8990001678467,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Fragmento",NA,NA,6,0,0,0,"Nenhuma",NA,NA,NA,NA
"884","H19-3860",119.448997497559,127.642997741699,23.9029998779297,"7","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"885","H19-3865",119.249000549316,127.399002075195,23.882999420166,"7","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,2.4,0,0,0,"Nenhuma",NA,NA,NA,NA
"886","H19-3865",119.249000549316,127.399002075195,23.882999420166,"7","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,7,NA,NA
"887","H19-3871",119.411003112793,127.633003234863,23.8840007781982,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Fragmento",NA,NA,9,0,0,0,"Nenhuma",NA,NA,NA,NA
"888","H19-3874",119.919998168945,127.74299621582,23.9069995880127,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Lasca",NA,"0%",2,9.18,25.53,13.25,"Nenhuma",NA,NA,NA,NA
"889","H19-3875",119.569000244141,127.253997802734,23.878999710083,"7","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"890","H19-3875",119.569000244141,127.253997802734,23.878999710083,"7","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,8,NA,NA
"891","H19-3877",119.653999328613,127.467002868652,23.878999710083,"7","5","LITHIC","VB",TRUE,"LOT-317","Silex","Fragmento Lasca","Distal","0%",3,4.39,19,0,"Nenhuma",NA,NA,NA,NA
"892","H19-3878",119.679000854492,127.634002685547,23.8729991912842,"7","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,3,NA,NA
"893","H19-3878",119.679000854492,127.634002685547,23.8729991912842,"7","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,17,NA,NA
"894","H19-3880",119.936996459961,127.648002624512,23.8889999389648,"7","5","LITHIC","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,9,0,0,0,"Nenhuma",NA,NA,NA,NA
"895","H19-3881",119.911003112793,127.172996520996,23.8799991607666,"7","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"896","H19-3881",119.911003112793,127.172996520996,23.8799991607666,"7","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,4,NA,NA
"897","H19-3882",119.165000915527,127.490997314453,23.8649997711182,"8","5","LITHIC","VB",TRUE,"LOT-220","Silex","Núcleo",NA,"0%",321,41.54,100.31,70.57,"Nenhuma",NA,NA,NA,NA
"898","H19-3888",119.041000366211,127.976997375488,23.8190002441406,"8","5","LITHIC","VB",TRUE,"LOT-317","Silex","Lasca",NA,"0%",2,3.17,11.44,22.2,"Nenhuma",NA,NA,NA,NA
"899","H19-3889",119.223999023438,127.925003051758,23.8290004730225,"8","5","BUCKET","VB",TRUE,"LOT-317","Silex","Lasca",NA,"0%",1.6,5.5,12.35,21.41,"Nenhuma",NA,NA,NA,NA
"900","H19-3889",119.223999023438,127.925003051758,23.8290004730225,"8","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"901","H19-3889",119.223999023438,127.925003051758,23.8290004730225,"8","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,6,NA,NA
"902","H19-3889",119.223999023438,127.925003051758,23.8290004730225,"8","5","BUCKET","VB",TRUE,"LOT-317","Outro","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,"Óxido"
"903","H19-3893",119.065002441406,127.190002441406,23.8360004425049,"8","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,3.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"904","H19-3893",119.065002441406,127.190002441406,23.8360004425049,"8","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,2,NA,NA
"905","H19-3902",119.606002807617,127.775001525879,23.8099994659424,"8","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,6.5,0,0,0,"Nenhuma",NA,NA,NA,NA
"906","H19-3902",119.606002807617,127.775001525879,23.8099994659424,"8","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"907","H19-3904",119.375,127.333000183105,23.878999710083,"8","5","LITHIC","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,10,0,0,0,"Nenhuma",NA,NA,NA,NA
"908","H19-3906",119.72200012207,127.56600189209,23.8299999237061,"8","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,9,NA,NA
"909","H19-3907",119.647003173828,127.309997558594,23.8640003204346,"8","5","LITHIC","VB",TRUE,"LOT-317","Grauvaque","Fragmento",NA,NA,2,0,0,0,"Nenhuma",NA,NA,NA,NA
"910","H19-3908",119.404998779297,127.200996398926,23.8579998016357,"8","5","LITHIC","VB",TRUE,"LOT-317","Silex","Produto alongado",NA,"0%",1,3.58,8.82,27.46,"Nenhuma",NA,NA,NA,NA
"911","H19-3912",119.641998291016,127.028999328613,23.8290004730225,"8","5","LITHIC","VB",TRUE,"LOT-317","Silex","Lasca",NA,"0%",1,4.09,17.5,19.2,"Nenhuma",NA,NA,NA,NA
"912","H19-3913",119.803001403809,127.168998718262,23.8299999237061,"8","5","BUCKET","VB",TRUE,"LOT-317","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,10,NA,NA
"913","H19-3913",119.803001403809,127.168998718262,23.8299999237061,"8","5","BUCKET","VB",TRUE,"LOT-317","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,1,NA,NA
"914","H20-2421",119.680000305176,128.567001342773,24.2560005187988,"1","4E","LITHIC","VB",TRUE,"LOT-240","Silex","Lasca",NA,"0%",3,4.96,23.15,24.92,"Nenhuma",NA,NA,NA,NA
"915","H20-2427",119.356002807617,128.123992919922,24.2560005187988,"1","4E","LITHIC","VB",TRUE,"LOT-240","Silex","Lasca",NA,"0%",2,5.49,14.15,18.64,"Nenhuma",NA,NA,NA,NA
"916","H20-2428",119.366996765137,128.208999633789,24.3229999542236,"1","4E","LITHIC","VB",TRUE,"LOT-240","Grauvaque","Fragmento",NA,NA,1,0,0,0,"Nenhuma",NA,NA,NA,NA
"917","H20-2432",119.490997314453,128.207992553711,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-41","Silex","Lasca",NA,"0%",1,4.21,11.87,19.61,"Nenhuma",NA,NA,NA,NA
"918","H20-2432",119.490997314453,128.207992553711,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-41","Grauvaque","Fragmento",NA,NA,9,0,0,0,"Nenhuma",NA,NA,NA,NA
"919","H20-2432",119.490997314453,128.207992553711,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-41","Silex","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,7,NA,NA
"920","H20-2432",119.490997314453,128.207992553711,24.2679996490479,"1","4E","BUCKET","VB",TRUE,"LOT-41","Grauvaque","Esquírola",NA,NA,0,0,0,0,"Nenhuma",NA,5,NA,NA
"921","H20-2441",119.323997497559,128.466003417969,24.2600002288818,"1","4E","LITHIC","VB",TRUE,"LOT-240","Silex","Fragmento",NA,NA,38,0,0,0,"Nenhuma",NA,NA,NA,NA
